booking_id,booking_date,booking_time,day_of_week,branch,branch_city,service_name,service_category,technician,customer_name,vehicle_make,vehicle_model,vehicle_year,payment_method,status,price_pkr,duration_min,wait_time_min,customer_rating,revenue_pkr
JOB-103029,2026-01-11,11:00,Sunday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Umar Sheikh,Suzuki,WagonR,2014,Card,Completed,3760.0,83,3,4.5,3760.0
JOB-100005,2026-01-11,13:45,Sunday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Waqas Ali,Bilal Malik,Hyundai,Elantra,2017,Card,Completed,2840.0,68,24,4.5,2840.0
JOB-100362,2026-01-11,12:30,Sunday,AutoHub Northgate,Islamabad,Suspension Repair,Safety,Hina Sultana,Zainab Iqbal,Toyota,Corolla,2019,Mobile Wallet,Completed,9420.0,103,13,4.0,9420.0
JOB-102546,2026-01-11,07:45,Sunday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Mehwish Khan,Hamza Baig,Toyota,Corolla,2021,Card,Completed,820.0,23,12,4.5,820.0
JOB-103320,2026-01-11,15:45,Sunday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Hina Sultana,Sadia Tariq,Suzuki,Alto,2014,Cash,Completed,1420.0,27,17,4.0,1420.0
JOB-101084,2026-01-11,10:45,Sunday,AutoHub Northgate,Islamabad,Transmission Fluid Service,Maintenance,Aliya Baig,Mahnoor Malik,Honda,Civic,2018,Mobile Wallet,Completed,6910.0,98,8,4.5,6910.0
JOB-103337,2026-01-11,12:45,Sunday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Nadeem Shah,Rimsha Khalid,MG,HS,2018,Mobile Wallet,Completed,3220.0,57,1,5.0,3220.0
JOB-101467,2026-01-12,13:45,Monday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Tariq Jameel,Fatima Yousaf,Honda,City,2017,Cash,Cancelled,780.0,19,13,,0.0
JOB-105150,2026-01-12,14:30,Monday,AutoHub Northgate,Islamabad,Brake Service,Safety,Rabia Yousaf,Mahnoor Noor,Hyundai,Elantra,2016,Mobile Wallet,Completed,8940.0,79,19,4.5,8940.0
JOB-105589,2026-01-12,12:15,Monday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Tariq Jameel,Rimsha Noor,Hyundai,Elantra,2022,Cash,Completed,3340.0,88,10,3.5,3340.0
JOB-104108,2026-01-12,10:00,Monday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Danish Iqbal,Mahnoor Iqbal,Suzuki,Alto,2014,Cash,Completed,3370.0,86,12,4.5,3370.0
JOB-106231,2026-01-12,08:15,Monday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Tariq Jameel,Junaid Tariq,Honda,City,2015,Card,Completed,1470.0,33,8,4.0,1470.0
JOB-101077,2026-01-12,13:00,Monday,AutoHub Industrial,Faisalabad,Diagnostic Scan,Diagnostics,Rabia Yousaf,Ali Riaz,Hyundai,Tucson,2020,Mobile Wallet,Completed,1480.0,28,4,5.0,1480.0
JOB-100278,2026-01-12,14:45,Monday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Rabia Yousaf,Komal Tariq,Honda,City,2014,Card,Completed,2990.0,72,11,4.5,2990.0
JOB-104292,2026-01-12,18:15,Monday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Faisal Mehmood,Ahmed Shah,Kia,Sportage,2018,Bank Transfer,Cancelled,3940.0,53,0,,0.0
JOB-104139,2026-01-12,08:00,Monday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Aliya Baig,Fatima Riaz,Hyundai,Elantra,2016,Card,Completed,5840.0,123,12,3.5,5840.0
JOB-103084,2026-01-12,08:15,Monday,AutoHub Northgate,Islamabad,Full Inspection (Pre-Purchase),Diagnostics,Rabia Yousaf,Hamza Iqbal,Honda,City,2018,Bank Transfer,Completed,5840.0,107,5,5.0,5840.0
JOB-102438,2026-01-12,09:30,Monday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Rabia Yousaf,Farhan Jameel,Hyundai,Tucson,2022,Mobile Wallet,Completed,4510.0,53,7,4.5,4510.0
JOB-102816,2026-01-12,15:00,Monday,AutoHub Northgate,Islamabad,Brake Service,Safety,Danish Iqbal,Warda Sheikh,Honda,Civic,2018,Card,Completed,9000.0,82,0,4.0,9000.0
JOB-105850,2026-01-12,12:30,Monday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Imran Qureshi,Farhan Sheikh,Suzuki,Alto,2023,Card,Cancelled,7720.0,86,16,,0.0
JOB-102780,2026-01-12,11:00,Monday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Imran Qureshi,Warda Tariq,MG,HS,2021,Card,Completed,860.0,19,20,4.0,860.0
JOB-102330,2026-01-12,14:45,Monday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Sana Rafiq,Rimsha Tariq,Suzuki,WagonR,2019,Cash,Completed,8410.0,105,4,4.0,8410.0
JOB-100887,2026-01-12,14:15,Monday,AutoHub Northgate,Islamabad,Full Inspection (Pre-Purchase),Diagnostics,Waqas Ali,Ahmed Ahmed,Hyundai,Tucson,2016,Bank Transfer,Completed,5690.0,137,5,4.5,5690.0
JOB-101294,2026-01-12,10:30,Monday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Waqas Ali,Amina Baig,Kia,Sportage,2022,Card,Completed,3870.0,48,10,4.5,3870.0
JOB-104346,2026-01-13,15:30,Tuesday,AutoHub Northgate,Islamabad,Battery & Charging Test,Electrical,Faisal Mehmood,Iqra Jameel,Hyundai,Elantra,2024,Bank Transfer,Completed,760.0,22,13,4.5,760.0
JOB-104583,2026-01-13,08:00,Tuesday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Sana Rafiq,Umar Jameel,Hyundai,Tucson,2020,Cash,Completed,780.0,21,3,5.0,780.0
JOB-103583,2026-01-13,13:30,Tuesday,AutoHub Northgate,Islamabad,Detailing & Paint Protection,Comfort,Imran Qureshi,Warda Malik,Hyundai,Tucson,2020,Card,Completed,11290.0,184,20,4.0,11290.0
JOB-102269,2026-01-13,13:15,Tuesday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Imran Qureshi,Nida Iqbal,Honda,City,2017,Cash,Completed,1600.0,35,11,4.0,1600.0
JOB-100145,2026-01-13,07:15,Tuesday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Tariq Jameel,Ahmed Sheikh,Kia,Sportage,2022,Cash,Completed,3150.0,63,6,4.0,3150.0
JOB-105708,2026-01-13,10:45,Tuesday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Sana Rafiq,Umar Shah,Honda,City,2024,Cash,Completed,760.0,18,6,4.5,760.0
JOB-102563,2026-01-13,09:15,Tuesday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Sana Rafiq,Farhan Ahmed,Kia,Sportage,2023,Card,Completed,4200.0,39,13,4.0,4200.0
JOB-102560,2026-01-13,17:15,Tuesday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Danish Iqbal,Zainab Rafiq,Toyota,Fortuner,2020,Card,Completed,810.0,20,11,5.0,810.0
JOB-100880,2026-01-13,16:45,Tuesday,AutoHub Industrial,Faisalabad,Diagnostic Scan,Diagnostics,Faisal Mehmood,Shahid Riaz,Suzuki,Alto,2021,Cash,Completed,1430.0,29,1,4.5,1430.0
JOB-102857,2026-01-13,15:15,Tuesday,AutoHub Northgate,Islamabad,Suspension Repair,Safety,Sana Rafiq,Hassan Noor,Toyota,Fortuner,2014,Bank Transfer,Completed,10530.0,131,0,4.5,10530.0
JOB-104169,2026-01-13,08:00,Tuesday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Danish Iqbal,Ahmed Riaz,Honda,City,2023,Mobile Wallet,Completed,3520.0,80,1,4.5,3520.0
JOB-101551,2026-01-13,10:45,Tuesday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Nadeem Shah,Usman Noor,Toyota,Corolla,2017,Card,Completed,4100.0,50,9,5.0,4100.0
JOB-102886,2026-01-13,10:45,Tuesday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Imran Qureshi,Iqra Riaz,Hyundai,Tucson,2014,Cash,Completed,2800.0,56,11,4.0,2800.0
JOB-104926,2026-01-13,11:15,Tuesday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Danish Iqbal,Bilal Rafiq,Hyundai,Elantra,2018,Bank Transfer,Completed,4030.0,41,4,4.5,4030.0
JOB-101694,2026-01-14,10:30,Wednesday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Sana Rafiq,Usman Iqbal,Toyota,Yaris,2016,Mobile Wallet,No-show,4070.0,45,3,,0.0
JOB-106330,2026-01-14,09:00,Wednesday,AutoHub Northgate,Islamabad,Suspension Repair,Safety,Imran Qureshi,Rimsha Ahmed,Toyota,Corolla,2019,Card,Cancelled,9760.0,104,12,,0.0
JOB-105702,2026-01-14,13:00,Wednesday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Rabia Yousaf,Iqra Farooq,Toyota,Corolla,2017,Card,Completed,800.0,18,8,4.5,800.0
JOB-104235,2026-01-14,11:00,Wednesday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Rabia Yousaf,Sara Qureshi,Honda,Civic,2015,Mobile Wallet,Completed,800.0,23,11,4.5,800.0
JOB-101211,2026-01-14,12:00,Wednesday,AutoHub Riverside,Lahore,Brake Service,Safety,Aliya Baig,Usman Sheikh,MG,HS,2020,Card,Completed,9140.0,91,19,3.0,9140.0
JOB-100493,2026-01-14,18:45,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Zainab Rafiq,Honda,Civic,2022,Card,Completed,3490.0,81,5,4.0,3490.0
JOB-105213,2026-01-14,08:45,Wednesday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Mehwish Khan,Nida Shah,Toyota,Corolla,2016,Mobile Wallet,Completed,9050.0,107,10,4.5,9050.0
JOB-106111,2026-01-14,10:30,Wednesday,AutoHub Northgate,Islamabad,AC Performance Check,Comfort,Hina Sultana,Hassan Tariq,Toyota,Corolla,2019,Cash,Completed,3070.0,68,2,4.5,3070.0
JOB-105946,2026-01-14,18:45,Wednesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Tariq Jameel,Kashif Sheikh,Hyundai,Tucson,2021,Mobile Wallet,Completed,4140.0,38,7,4.5,4140.0
JOB-106304,2026-01-14,12:45,Wednesday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Tariq Jameel,Shahid Jameel,Toyota,Corolla,2014,Card,Completed,7760.0,83,9,4.0,7760.0
JOB-102977,2026-01-14,10:45,Wednesday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Tariq Jameel,Usman Noor,Toyota,Yaris,2024,Cash,Completed,4420.0,40,12,3.5,4420.0
JOB-105339,2026-01-14,13:00,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Mehwish Khan,Junaid Jameel,Toyota,Fortuner,2024,Card,Completed,3530.0,70,17,4.0,3530.0
JOB-105120,2026-01-14,11:15,Wednesday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Mehwish Khan,Adeel Malik,Suzuki,Alto,2022,Card,Completed,850.0,23,23,3.5,850.0
JOB-103820,2026-01-14,11:15,Wednesday,AutoHub Industrial,Faisalabad,Transmission Fluid Service,Maintenance,Imran Qureshi,Adeel Tariq,Suzuki,Cultus,2015,Cash,Completed,6670.0,103,13,4.5,6670.0
JOB-103883,2026-01-14,10:30,Wednesday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Waqas Ali,Sara Rafiq,Suzuki,Alto,2016,Card,Completed,2860.0,64,4,4.0,2860.0
JOB-104755,2026-01-14,14:00,Wednesday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Danish Iqbal,Ahmed Malik,MG,HS,2021,Card,Completed,3370.0,76,18,4.5,3370.0
JOB-101951,2026-01-14,09:00,Wednesday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Mehwish Khan,Komal Shah,MG,HS,2021,Bank Transfer,Completed,6800.0,78,10,3.5,6800.0
JOB-104161,2026-01-14,15:00,Wednesday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Waqas Ali,Sadia Sheikh,Kia,Sportage,2019,Card,Completed,4140.0,47,2,4.0,4140.0
JOB-104187,2026-01-15,16:15,Thursday,AutoHub Industrial,Faisalabad,Full Inspection (Pre-Purchase),Diagnostics,Sana Rafiq,Shahid Shah,Suzuki,WagonR,2018,Card,Cancelled,5720.0,123,12,,0.0
JOB-104339,2026-01-15,11:30,Thursday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Imran Qureshi,Warda Khalid,Honda,Civic,2022,Cash,Completed,770.0,19,12,4.0,770.0
JOB-104309,2026-01-15,12:00,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Tariq Jameel,Iqra Baig,Suzuki,Cultus,2014,Card,Completed,3580.0,81,8,4.5,3580.0
JOB-104538,2026-01-15,15:15,Thursday,AutoHub Northgate,Islamabad,Battery & Charging Test,Electrical,Tariq Jameel,Rimsha Qureshi,Kia,Sportage,2014,Mobile Wallet,Completed,770.0,23,0,5.0,770.0
JOB-106264,2026-01-15,08:15,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Hina Sultana,Nida Shah,Kia,Sportage,2016,Card,Completed,3560.0,69,5,4.5,3560.0
JOB-101336,2026-01-15,11:45,Thursday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Imran Qureshi,Sara Khalid,Honda,Civic,2018,Bank Transfer,Completed,3290.0,67,16,4.5,3290.0
JOB-105769,2026-01-15,17:15,Thursday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Hina Sultana,Iqra Malik,Toyota,Fortuner,2024,Bank Transfer,Completed,7030.0,87,16,4.0,7030.0
JOB-101508,2026-01-15,10:00,Thursday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Faisal Mehmood,Ahmed Sheikh,Honda,City,2018,Card,Completed,9540.0,98,9,4.5,9540.0
JOB-102601,2026-01-15,17:15,Thursday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Imran Qureshi,Sadia Shah,MG,HS,2014,Bank Transfer,Completed,770.0,21,16,4.0,770.0
JOB-105148,2026-01-15,15:30,Thursday,AutoHub Riverside,Lahore,Brake Service,Safety,Danish Iqbal,Sara Qureshi,Hyundai,Elantra,2022,Card,Completed,8430.0,97,15,4.0,8430.0
JOB-101966,2026-01-15,10:00,Thursday,AutoHub Northgate,Islamabad,Brake Service,Safety,Mehwish Khan,Mahnoor Noor,Honda,Civic,2016,Cash,Completed,8790.0,95,14,4.0,8790.0
JOB-103941,2026-01-15,13:00,Thursday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Mehwish Khan,Hamza Tariq,Honda,City,2016,Mobile Wallet,Completed,770.0,18,23,5.0,770.0
JOB-103398,2026-01-15,11:30,Thursday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Imran Qureshi,Adeel Farooq,Honda,City,2020,Mobile Wallet,Cancelled,6350.0,141,13,,0.0
JOB-104154,2026-01-15,09:00,Thursday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Faisal Mehmood,Usman Khalid,Suzuki,Cultus,2017,Mobile Wallet,Completed,8720.0,85,6,4.5,8720.0
JOB-105658,2026-01-15,08:15,Thursday,AutoHub Industrial,Faisalabad,Full Inspection (Pre-Purchase),Diagnostics,Imran Qureshi,Junaid Qureshi,Toyota,Fortuner,2021,Mobile Wallet,Cancelled,6310.0,135,10,,0.0
JOB-105451,2026-01-15,11:45,Thursday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Imran Qureshi,Fatima Tariq,Suzuki,Cultus,2017,Card,Completed,6320.0,120,14,4.5,6320.0
JOB-101195,2026-01-15,10:30,Thursday,AutoHub Riverside,Lahore,Full Inspection (Pre-Purchase),Diagnostics,Imran Qureshi,Adeel Raza,Suzuki,Cultus,2021,Card,Completed,6020.0,143,11,3.5,6020.0
JOB-103039,2026-01-15,13:00,Thursday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Hina Sultana,Ahmed Khalid,Hyundai,Tucson,2015,Cash,Completed,8670.0,86,24,4.0,8670.0
JOB-105178,2026-01-15,13:45,Thursday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Nadeem Shah,Farhan Iqbal,Honda,City,2023,Mobile Wallet,Completed,4140.0,41,40,4.0,4140.0
JOB-104291,2026-01-15,09:45,Thursday,AutoHub Downtown,Rawalpindi,Full Inspection (Pre-Purchase),Diagnostics,Imran Qureshi,Sadia Raza,Toyota,Fortuner,2017,Card,Completed,6170.0,126,5,4.5,6170.0
JOB-100812,2026-01-15,15:00,Thursday,AutoHub Industrial,Faisalabad,Wheel Alignment & Balancing,Maintenance,Sana Rafiq,Adeel Noor,Kia,Sportage,2023,Card,Completed,3590.0,83,8,4.5,3590.0
JOB-105663,2026-01-15,15:00,Thursday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Aliya Baig,Usman Rafiq,Kia,Sportage,2022,Cash,Completed,1540.0,27,11,5.0,1540.0
JOB-105360,2026-01-15,14:00,Thursday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Kamran Yousuf,Warda Riaz,Hyundai,Elantra,2022,Mobile Wallet,Completed,3590.0,73,8,5.0,3590.0
JOB-104324,2026-01-16,14:00,Friday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Imran Qureshi,Adeel Raza,Hyundai,Elantra,2022,Cash,Completed,1570.0,28,7,4.0,1570.0
JOB-103861,2026-01-16,11:00,Friday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Mehwish Khan,Rimsha Jameel,Kia,Sportage,2017,Card,Completed,1600.0,33,7,3.0,1600.0
JOB-105261,2026-01-16,16:15,Friday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Tariq Jameel,Rimsha Jameel,MG,HS,2016,Card,Completed,4310.0,38,11,5.0,4310.0
JOB-101552,2026-01-16,07:00,Friday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Sana Rafiq,Nida Tariq,Honda,City,2022,Cash,Completed,740.0,19,5,4.5,740.0
JOB-102015,2026-01-16,17:45,Friday,AutoHub Downtown,Rawalpindi,Brake Service,Safety,Kamran Yousuf,Farhan Shah,Honda,City,2020,Card,Completed,8200.0,97,6,5.0,8200.0
JOB-100742,2026-01-16,09:15,Friday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Sana Rafiq,Junaid Khalid,Honda,City,2022,Cash,Completed,2920.0,63,15,3.5,2920.0
JOB-104212,2026-01-16,15:00,Friday,AutoHub Northgate,Islamabad,Suspension Repair,Safety,Faisal Mehmood,Zainab Farooq,Toyota,Yaris,2015,Card,Completed,9420.0,119,15,4.5,9420.0
JOB-104936,2026-01-16,14:30,Friday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Tariq Jameel,Kashif Jameel,Toyota,Yaris,2015,Mobile Wallet,Completed,2770.0,64,13,4.0,2770.0
JOB-102830,2026-01-16,15:45,Friday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Hamza Shah,Toyota,Yaris,2014,Mobile Wallet,No-show,3440.0,76,5,,0.0
JOB-100239,2026-01-16,11:45,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Hina Sultana,Mahnoor Baig,Toyota,Fortuner,2016,Mobile Wallet,Completed,4410.0,38,13,3.5,4410.0
JOB-102836,2026-01-16,10:45,Friday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Kamran Yousuf,Rimsha Iqbal,Toyota,Fortuner,2020,Bank Transfer,Completed,790.0,19,8,4.0,790.0
JOB-105344,2026-01-16,18:45,Friday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Tariq Jameel,Fatima Riaz,Toyota,Fortuner,2024,Card,Completed,850.0,19,8,3.5,850.0
JOB-103703,2026-01-16,12:45,Friday,AutoHub Riverside,Lahore,Transmission Fluid Service,Maintenance,Rabia Yousaf,Komal Raza,Honda,Civic,2018,Card,Completed,7480.0,86,16,4.5,7480.0
JOB-100970,2026-01-16,09:45,Friday,AutoHub Northgate,Islamabad,Wheel Alignment & Balancing,Maintenance,Waqas Ali,Iqra Rafiq,Toyota,Fortuner,2021,Card,Completed,3590.0,70,7,4.5,3590.0
JOB-102789,2026-01-16,10:30,Friday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Waqas Ali,Hassan Shah,Toyota,Fortuner,2017,Card,Completed,1470.0,35,10,4.5,1470.0
JOB-104745,2026-01-16,11:30,Friday,AutoHub Industrial,Faisalabad,Detailing & Paint Protection,Comfort,Kamran Yousuf,Ahmed Rafiq,Toyota,Yaris,2024,Card,Completed,12690.0,184,10,5.0,12690.0
JOB-103555,2026-01-16,11:45,Friday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Sana Rafiq,Mahnoor Noor,Suzuki,WagonR,2015,Mobile Wallet,Completed,4350.0,44,8,4.5,4350.0
JOB-100956,2026-01-16,11:30,Friday,AutoHub Downtown,Rawalpindi,Oil & Filter Change,Maintenance,Mehwish Khan,Usman Raza,Honda,Civic,2018,Card,Completed,4190.0,48,30,4.0,4190.0
JOB-101410,2026-01-16,15:30,Friday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Aliya Baig,Nida Noor,Suzuki,WagonR,2022,Mobile Wallet,Completed,1430.0,33,2,5.0,1430.0
JOB-105499,2026-01-16,09:45,Friday,AutoHub Industrial,Faisalabad,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Ayesha Yousaf,Suzuki,Cultus,2019,Card,Completed,3550.0,84,9,4.5,3550.0
JOB-102904,2026-01-16,11:15,Friday,AutoHub Industrial,Faisalabad,Battery & Charging Test,Electrical,Kamran Yousuf,Ayesha Shah,Honda,Civic,2019,Cash,Completed,790.0,20,9,4.5,790.0
JOB-103563,2026-01-16,09:00,Friday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Tariq Jameel,Fatima Ahmed,Hyundai,Elantra,2015,Mobile Wallet,Completed,4090.0,47,7,4.0,4090.0
JOB-106483,2026-01-16,12:45,Friday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Waqas Ali,Usman Noor,Hyundai,Tucson,2019,Mobile Wallet,Completed,4080.0,39,17,4.0,4080.0
JOB-101248,2026-01-17,12:30,Saturday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Imran Qureshi,Nida Noor,Kia,Sportage,2014,Cash,Completed,1470.0,35,15,4.5,1470.0
JOB-105010,2026-01-17,10:45,Saturday,AutoHub Industrial,Faisalabad,Oil & Filter Change,Maintenance,Hina Sultana,Hassan Khalid,Toyota,Fortuner,2020,Mobile Wallet,Completed,4170.0,42,6,4.5,4170.0
JOB-105528,2026-01-17,20:00,Saturday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Hina Sultana,Shahid Qureshi,Toyota,Fortuner,2021,Card,Completed,3110.0,60,7,4.5,3110.0
JOB-104273,2026-01-17,10:00,Saturday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Sana Rafiq,Warda Shah,Suzuki,Cultus,2023,Card,Completed,3110.0,71,13,4.5,3110.0
JOB-103362,2026-01-17,16:00,Saturday,AutoHub Downtown,Rawalpindi,Transmission Fluid Service,Maintenance,Sana Rafiq,Ayesha Baig,Kia,Sportage,2021,Card,Completed,7100.0,100,9,4.0,7100.0
JOB-103748,2026-01-17,16:15,Saturday,AutoHub Riverside,Lahore,Battery & Charging Test,Electrical,Faisal Mehmood,Mahnoor Tariq,Honda,City,2015,Bank Transfer,No-show,770.0,18,17,,0.0
JOB-103607,2026-01-17,07:30,Saturday,AutoHub Downtown,Rawalpindi,Diagnostic Scan,Diagnostics,Hina Sultana,Rimsha Qureshi,Suzuki,Cultus,2015,Mobile Wallet,Completed,1560.0,26,13,4.0,1560.0
JOB-102541,2026-01-17,16:30,Saturday,AutoHub Industrial,Faisalabad,Brake Service,Safety,Aliya Baig,Bilal Shah,Hyundai,Elantra,2020,Card,Completed,8420.0,82,19,4.0,8420.0
JOB-103132,2026-01-17,15:45,Saturday,AutoHub Downtown,Rawalpindi,Wheel Alignment & Balancing,Maintenance,Aliya Baig,Shahid Yousaf,Toyota,Fortuner,2019,Cash,Completed,3450.0,83,8,4.5,3450.0
JOB-100561,2026-01-17,13:45,Saturday,AutoHub Northgate,Islamabad,Oil & Filter Change,Maintenance,Danish Iqbal,Farhan Sheikh,Toyota,Fortuner,2015,Cash,Completed,4140.0,45,8,5.0,4140.0
JOB-102810,2026-01-17,13:15,Saturday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Nadeem Shah,Hassan Jameel,Hyundai,Elantra,2018,Card,Completed,4180.0,53,16,4.0,4180.0
JOB-102047,2026-01-17,13:00,Saturday,AutoHub Downtown,Rawalpindi,AC Performance Check,Comfort,Sana Rafiq,Usman Farooq,Toyota,Corolla,2017,Card,Completed,3220.0,63,14,4.0,3220.0
JOB-101049,2026-01-17,11:30,Saturday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Imran Qureshi,Hassan Qureshi,Toyota,Yaris,2015,Card,Completed,1560.0,31,17,4.5,1560.0
JOB-103502,2026-01-17,09:15,Saturday,AutoHub Riverside,Lahore,AC Performance Check,Comfort,Danish Iqbal,Hamza Sheikh,Suzuki,Alto,2017,Mobile Wallet,Completed,2810.0,63,8,5.0,2810.0
JOB-106408,2026-01-17,18:00,Saturday,AutoHub Riverside,Lahore,Diagnostic Scan,Diagnostics,Nadeem Shah,Kashif Jameel,Honda,City,2015,Bank Transfer,Cancelled,1580.0,31,15,,0.0
JOB-101163,2026-01-17,07:00,Saturday,AutoHub Downtown,Rawalpindi,Battery & Charging Test,Electrical,Danish Iqbal,Komal Noor,MG,HS,2022,Mobile Wallet,Completed,820.0,20,14,3.5,820.0
JOB-101421,2026-01-17,15:15,Saturday,AutoHub Industrial,Faisalabad,AC Performance Check,Comfort,Kamran Yousuf,Junaid Baig,Toyota,Corolla,2021,Mobile Wallet,Cancelled,3080.0,64,2,,0.0
JOB-104845,2026-01-17,15:15,Saturday,AutoHub Riverside,Lahore,Brake Service,Safety,Tariq Jameel,Rimsha Baig,Suzuki,WagonR,2023,Mobile Wallet,Completed,9230.0,89,12,4.0,9230.0
JOB-102376,2026-01-18,11:15,Sunday,AutoHub Riverside,Lahore,Wheel Alignment & Balancing,Maintenance,Danish Iqbal,Ayesha Rafiq,Toyota,Yaris,2020,Mobile Wallet,Completed,3710.0,71,11,4.5,3710.0
JOB-101617,2026-01-18,12:45,Sunday,AutoHub Riverside,Lahore,Oil & Filter Change,Maintenance,Kamran Yousuf,Ali Noor,Hyundai,Elantra,2023,Cash,Completed,4140.0,47,19,4.5,4140.0
JOB-100371,2026-01-18,16:15,Sunday,AutoHub Northgate,Islamabad,Diagnostic Scan,Diagnostics,Nadeem Shah,Komal Noor,Toyota,Yaris,2019,Card,Completed,1490.0,29,24,4.0,1490.0
